proc,time
256,2.765805244445801
256,2.8627398014068604
256,2.65706205368042
256,3.114008903503418
256,2.829575777053833
256,2.4603395462036133
256,2.904815196990967
256,3.10986328125
256,2.9559943675994873
256,2.841076612472534
256,2.8233978748321533
256,3.0126659870147705
256,2.6667184829711914
256,2.6509900093078613
256,2.9110982418060303
256,2.7934067249298096
256,3.0044989585876465
256,2.573084592819214
256,2.9072906970977783
256,2.7381389141082764
256,2.4971489906311035
256,2.595900058746338
256,2.7153825759887695
256,2.9086482524871826
256,2.897592782974243
256,2.8487398624420166
256,2.8184616565704346
256,2.553403854370117
256,2.9192254543304443
256,2.64951753616333
128,4.734626293182373
128,4.063929319381714
128,4.173772811889648
128,4.083906412124634
128,4.61492657661438
128,4.34844970703125
128,4.13102388381958
128,4.5724358558654785
128,4.405790090560913
128,4.1124114990234375
128,4.058353900909424
128,4.053061008453369
128,4.606979846954346
128,4.043316602706909
128,4.478136301040649
128,4.042823791503906
128,4.855314493179321
128,4.077572822570801
128,4.583488464355469
128,4.328743934631348
128,3.9774136543273926
128,4.081602096557617
128,4.1389195919036865
128,4.0966105461120605
128,4.730864524841309
128,4.038270473480225
128,4.71468710899353
128,4.35586953163147
128,4.178280353546143
128,4.051452875137329
64,6.809539318084717
64,6.7360992431640625
64,6.764752626419067
64,6.728358745574951
64,6.7531960010528564
64,6.835113286972046
64,6.779534816741943
64,6.966838121414185
64,6.860576391220093
64,6.991926670074463
64,6.768347263336182
64,6.7572410106658936
64,6.77067232131958
64,6.705751419067383
64,6.713003396987915
64,6.738974571228027
64,6.74736213684082
64,6.675005674362183
64,6.681223154067993
64,6.772174119949341
64,6.8200273513793945
64,6.830713510513306
64,6.728461980819702
64,6.715288162231445
64,6.677959203720093
64,6.83029842376709
64,6.785375118255615
64,6.822091102600098
64,6.795452356338501
64,6.733484983444214
32,12.991085529327393
32,12.910772323608398
32,12.950371980667114
32,12.78521203994751
32,12.7870774269104
32,13.09001874923706
32,13.060903072357178
32,12.713337898254395
32,12.855855464935303
32,12.886975765228271
32,12.747918128967285
32,12.860658168792725
32,13.033401489257812
32,12.686125993728638
32,12.77486515045166
32,12.983309030532837
32,13.092416524887085
32,12.621622085571289
32,12.970959901809692
32,12.663137912750244
32,13.026763439178467
32,12.729507446289062
32,13.0813889503479
32,12.867748737335205
32,13.230605125427246
32,13.1515793800354
32,12.974350214004517
32,12.76773190498352
32,12.668867349624634
32,12.91879653930664
16,27.55681586265564
16,27.295153617858887
16,28.021562576293945
16,27.494774341583252
16,27.857715845108032
16,27.46105718612671
16,27.847063302993774
16,27.322401762008667
16,27.813456773757935
16,27.555586576461792
16,27.15816044807434
16,27.236802339553833
16,28.928285837173462
16,27.196776151657104
16,27.131126880645752
16,27.936927318572998
16,27.817421913146973
16,28.522413969039917
16,26.00536060333252
16,27.907362461090088
16,25.946208238601685
16,27.50148320198059
16,27.203720092773438
16,27.241811275482178
16,26.029345750808716
16,27.952739715576172
16,28.08540630340576
16,27.8212730884552
16,25.548429250717163
16,27.13062310218811
8,50.458953857421875
8,50.63278889656067
8,50.19130802154541
8,50.34586143493652
8,50.45630693435669
8,50.30278444290161
8,50.71402430534363
8,50.160619020462036
8,50.6130096912384
8,49.95380473136902
8,51.116058111190796
8,50.96506118774414
8,51.04357886314392
8,50.72974133491516
8,50.55561900138855
8,51.52712798118591
8,50.36223387718201
8,50.65221929550171
8,50.5815532207489
8,50.63273215293884
8,50.773008823394775
8,51.03129982948303
8,50.293325662612915
8,50.62961554527283
8,50.697978258132935
8,50.154101610183716
8,49.97398519515991
8,50.07008743286133
8,50.24984884262085
8,50.77249717712402
4,99.81770133972168
4,100.73422694206238
4,99.62098717689514
4,99.38778471946716
4,99.45417928695679
4,99.412362575531
4,99.8622419834137
4,99.28813433647156
4,101.43772459030151
4,101.21562385559082
4,99.24679517745972
4,99.16586399078369
4,101.68025183677673
4,99.15681433677673
4,100.49275755882263
4,98.29196739196777
4,98.78875708580017
4,99.62458658218384
4,99.6133041381836
4,99.22707605361938
4,99.53467011451721
4,99.2075080871582
4,101.2745349407196
4,98.94455456733704
4,99.50797629356384
4,99.80859565734863
4,100.28461027145386
4,97.95096802711487
4,100.3569540977478
4,98.59435439109802
2,196.46165561676025
2,203.4169728755951
2,208.46395683288574
2,207.91098999977112
2,209.29908394813538
2,205.22902870178223
2,207.060644865036
2,204.00085043907166
2,209.0608742237091
2,205.22023010253906
2,201.2619388103485
2,202.11057567596436
2,206.1480951309204
2,204.5711166858673
2,203.91204929351807
2,203.9249303340912
2,204.19234323501587
2,219.33791851997375
2,221.09533214569092
2,212.86883759498596
2,219.00860333442688
2,212.3699357509613
2,215.56373810768127
2,218.74722337722778
2,229.55645155906677
2,214.49056696891785
2,205.328871011734
2,204.525075674057
2,207.9421763420105
2,206.9280960559845
1,693.9922215938568
1,698.0562589168549
1,707.1889312267303
1,733.858687877655
1,736.3722043037415
1,724.0169796943665
1,713.4679164886475
1,724.4583592414856
1,724.1492345333099
1,742.1416273117065
1,753.1968445777893
1,732.6821012496948
1,746.3322467803955
1,737.6340298652649
1,732.3209731578827
1,708.0242059230804
1,700.1037592887878
1,705.9631321430206
1,709.834596157074
1,674.6787550449371
